1,12903807,,,2,C#
2,12903855,,12903807,4,
2,12903918,,12903807,0,
1,22858125,,,1,Java
2,22867919,,22858125,1,
1,23306364,,,1,Python
1,18616140,,,1,JavaScript
2,18644106,,18616140,0,
1,20997959,,,0,PHP
1,2955176,,,0,C#
2,2955188,,2955176,0,
2,2955200,,2955176,1,
2,2956421,,2955176,1,
1,12467459,,,0,Ruby
1,28438106,,,-2,C#
2,28441209,,28438106,0,
1,8182563,,,0,JavaScript
2,8182671,,8182563,2,
2,8182784,,8182563,0,
1,12593090,,,0,Objective-C
2,12596716,,12593090,0,
1,7498572,,,2,Java
2,7498622,,7498572,1,
2,7498733,,7498572,5,
1,2979475,,,2,Objective-C
1,12820053,,,0,Java
1,14135818,,,1,JavaScript
2,14137624,,14135818,0,
1,14600084,,,0,Java
2,14600387,,14600084,2,
1,21916668,,,-2,C#
2,21916807,,21916668,3,
2,21918249,,21916668,0,
1,20743078,,,2,C#
2,20743441,,20743078,0,
1,10800651,,,1,Java
1,14413964,,,0,Ruby
1,776021,,,3,Java
1,28042601,,,0,JavaScript
1,4026400,,,1,PHP
1,19568971,,,0,Java
2,19569671,,19568971,2,
1,4191840,,,9,Objective-C
2,13060107,,4191840,3,
2,18312089,,4191840,1,
2,25818529,,4191840,3,
2,4207820,,4191840,4,
2,5770780,,4191840,6,
2,9491915,,4191840,0,
2,26422100,,4191840,0,
1,10806338,,,1,JavaScript
1,27800128,,,0,JavaScript
2,27800253,,27800128,0,
2,27800266,,27800128,0,
2,27800345,,27800128,1,
2,27801084,,27800128,0,
1,12569825,,,0,Java
2,12569874,,12569825,0,
1,1663193,,,0,Java
2,1663308,,1663193,1,
2,1663403,,1663193,2,
1,20310866,,,0,C++
1,13801836,,,2,Java
1,26616198,,,0,C#
2,26616248,,26616198,-1,
1,23856969,,,0,C#
2,23870379,,23856969,1,
1,25914112,,,0,Java
1,4927014,,,9,Haskell
2,4927134,,4927014,0,
2,4927549,,4927014,22,
2,4949330,,4927014,2,
1,15504834,,,0,Java
2,15504876,,15504834,5,
1,22974967,,,1,C#
1,14273340,,,0,C#
2,14393522,,14273340,1,
2,14421755,,14273340,3,
1,27524567,,,1,JavaScript
2,27524647,,27524567,0,
1,13747551,,,0,Ruby
1,22484851,,,0,C#
1,6825438,,,0,C#
1,24308310,,,3,Python
1,10741196,,,2,C++
1,680893,,,0,C#
2,680918,,680893,0,
2,680943,,680893,0,
2,1138521,,680893,0,
1,17933700,,,3,Ruby
2,17935422,,17933700,5,
1,20762207,,,-1,JavaScript
2,20762698,,20762207,1,
1,25853106,,,0,Objective-C
1,10433064,,,0,C++
1,10990390,,,0,Java
2,10990438,,10990390,3,
2,10990555,,10990390,-2,
1,13300863,,,3,JavaScript
2,13300913,,13300863,3,
1,13362903,,,0,PHP
2,13363082,,13362903,1,
1,3841831,,,2,Objective-C
1,1096044,,,1,C#
2,1096067,,1096044,0,
2,1096139,,1096044,1,
1,506147,,,17,Perl
2,506224,,506147,3,
1,21879444,,,-2,PHP
2,21879647,,21879444,0,
1,9744420,,,0,C#
2,9745023,,9744420,0,
1,18848790,,,1,PHP
2,18848894,,18848790,0,
2,18848895,,18848790,0,
2,18849018,,18848790,1,
2,18849122,,18848790,0,
2,18849323,,18848790,-3,
1,9955873,,,0,Objective-C
1,6925219,,,-1,PHP
2,6925364,,6925219,0,
1,1272858,,,0,C#
2,1273009,,1272858,0,
1,10929901,,,3,JavaScript
1,22112611,,,-1,PHP
1,16992243,,,1,JavaScript
2,16992327,,16992243,-2,
2,16992983,,16992243,0,
1,27481139,,,0,Java
2,27482334,,27481139,0,
2,27483780,,27481139,0,
1,26971894,,,-6,PHP
1,6744269,,,1,PHP
2,6744382,,6744269,1,
2,6744487,,6744269,0,
1,12989112,,,1,Objective-C
1,18706098,,,8,Python
1,27432541,,,-1,C#
2,27433080,,27432541,0,
2,27452129,,27432541,0,
1,4893926,,,1,Java
1,11785536,,,0,PHP
1,9753726,,,0,C#
2,9753852,,9753726,1,
2,9753864,,9753726,1,
2,9753891,,9753726,1,
1,24806181,,,0,Objective-C
2,24808398,,24806181,0,
1,22520007,,,0,PHP
1,25309222,,,0,JavaScript
1,17649350,,,2,JavaScript
2,17649439,,17649350,4,
2,17649493,,17649350,0,
1,22109509,,,1,Java
1,7458763,,,1,C++
1,26388718,,,1,MATLAB
2,26389686,,26388718,3,
1,4251295,,,10,Java
2,4251343,,4251295,7,
2,4251924,,4251295,1,
2,4253912,,4251295,3,
1,26910371,,,2,C#
2,26930898,,26910371,0,
2,26932590,,26910371,1,
2,26968264,,26910371,1,
1,16581745,,,-5,C#
1,12945684,,,0,C++
1,24637639,,,1,CSS
2,24637915,,24637639,1,
1,6923151,,,0,Objective-C
1,25011430,,,0,JavaScript
2,25011854,,25011430,1,
1,12565689,,,0,PHP
2,12566163,,12565689,0,
2,12566398,,12565689,0,
1,14661607,,,0,JavaScript
1,26396473,,,0,JavaScript
1,12789033,,,0,Java
2,12789088,,12789033,2,
2,12789097,,12789033,1,
1,25502580,,,-5,Objective-C
1,9105925,,,0,JavaScript
2,9105939,,9105925,6,
2,9105944,,9105925,0,
2,9105992,,9105925,-1,
2,9106006,,9105925,0,
1,15855877,,,0,C++
2,15856216,,15855877,1,
2,15878496,,15855877,0,
1,21499966,,,12,C++
2,24970325,,21499966,1,
2,24980804,,21499966,2,
1,22838479,,,0,C#
1,13326196,,,3,PHP
1,15362142,,,-1,PHP
1,11920990,,,10,Java
2,12036137,,11920990,2,
2,12041877,,11920990,10,
1,1653370,,,1,PHP
2,1653394,,1653370,1,
2,1653740,,1653370,0,
2,1654476,,1653370,0,
1,25972016,,,0,JavaScript
1,24982478,,,1,Java
1,21724861,,,0,JavaScript
1,28545642,,,0,Objective-C
1,1214954,,,1,Java
1,9607415,,,2,JavaScript
1,16369258,,,1,Objective-C
2,16373569,,16369258,1,
2,16373761,,16369258,0,
2,23743918,,16369258,1,
1,28038982,,,-1,Python
1,739831,,,1,PHP
2,8915053,,739831,0,
2,739842,,739831,2,
2,740152,,739831,6,
1,5214983,,,2,Scala
2,5216269,,5214983,0,
1,8642693,,,2,PHP
2,8647107,,8642693,1,
2,8647217,,8642693,0,
1,23403043,,,-1,C#
2,23403169,,23403043,0,
1,9954322,,,0,C#
1,26317889,,,0,Python
1,16603459,,,2,C++
2,16604561,,16603459,2,
2,16622133,,16603459,1,
2,16624694,,16603459,0,
1,28060696,,,1,JavaScript
1,19158473,,,1,Java
1,28584417,,,1,JavaScript
1,10334834,,,4,PHP
1,18570127,,,0,JavaScript
2,18570287,,18570127,0,
1,10768597,,,0,JavaScript
1,22901553,,,0,Python
1,10122347,,,3,Java
1,24026545,,,0,Ruby
1,16479379,,,-2,C#
2,16479494,,16479379,3,
1,27133198,,,0,JavaScript
2,27133610,,27133198,1,
1,15443828,,,-1,Python
1,4992673,,,0,PHP
2,4992706,,4992673,-1,
2,4992737,,4992673,0,
2,4992749,,4992673,1,
2,4992807,,4992673,0,
1,25338174,,,1,CSS
2,25348386,,25338174,0,
1,26310651,,,0,Objective-C
1,14117206,,,0,PHP
2,14117318,,14117206,1,
2,14117406,,14117206,0,
1,12846937,,,0,PHP
2,12847030,,12846937,1,
1,25760046,,,4,C#
1,1891190,,,0,C#
2,1891222,,1891190,0,
2,1891223,,1891190,3,
1,1727301,,,8,C#
2,1727373,,1727301,8,
1,18455353,,,3,JavaScript
2,18455390,,18455353,4,
1,11226142,,,0,PHP
2,11226407,,11226142,1,
1,12302536,,,4,Objective-C
1,8056932,,,2,Java
1,10542668,,,-1,C#
1,2179159,,,2,Python
2,2184717,,2179159,1,
2,4628074,,2179159,1,
1,23096979,,,0,JavaScript
2,23128004,,23096979,2,
1,19134174,,,-1,PHP
2,19151758,,19134174,0,
1,4075515,,,1,C++
1,8790038,,,9,Python
2,26975668,,8790038,5,
2,24494752,,8790038,3,
1,27715857,,,0,JavaScript
1,24634537,,,0,JavaScript
1,20557992,,,0,PHP
2,20559770,,20557992,0,
1,4555291,,,1,Objective-C
1,24049293,,,1,C#
2,24049436,,24049293,1,
2,24049493,,24049293,1,
1,7214739,,,11,Objective-C
2,7214778,,7214739,0,
1,25443125,,,0,Java
1,18622861,,,0,PHP
1,27140436,,,2,Java
2,27140513,,27140436,1,
2,27143032,,27140436,-1,
1,9712366,,,3,PHP
2,9712390,,9712366,3,
2,9712607,,9712366,1,
1,13179885,,,1,Java
2,13180054,,13179885,1,
2,13180225,,13179885,1,
1,13166443,,,1,C#
2,13166487,,13166443,9,
2,13166551,,13166443,6,
2,13166556,,13166443,1,
2,13166633,,13166443,3,
2,13167115,,13166443,4,
1,11542029,,,-2,C++
1,3955571,,,8,Python
2,3955630,,3955571,6,
2,3965582,,3955571,0,
1,5239282,,,1,C#
2,5239380,,5239282,0,
2,5239888,,5239282,0,
1,6525578,,,0,Java
2,6525995,,6525578,0,
1,8742991,,,4,Java
1,2819205,,,4,C++
2,2819265,,2819205,5,
1,13963140,,,12,JavaScript
1,4541332,,,29,JavaScript
2,4542019,,4541332,3,
2,6472250,,4541332,18,
2,7839494,,4541332,5,
1,11653184,,,0,C#
2,11653783,,11653184,-3,
1,209389,,,3,C#
2,209394,,209389,0,
2,209395,,209389,15,
2,209397,,209389,1,
2,209399,,209389,1,
2,209402,,209389,1,
2,209411,,209389,0,
2,209480,,209389,3,
2,209482,,209389,1,
2,210363,,209389,1,
1,18211846,,,3,C#
1,25335072,,,0,Python
1,3141296,,,2,Python
2,3141368,,3141296,3,
1,25520675,,,0,Python
1,7214222,,,1,Python
1,1333347,,,30,Ruby
2,1333402,,1333347,9,
2,1333404,,1333347,7,
2,1333419,,1333347,4,
2,1333500,,1333347,24,
2,1334486,,1333347,3,
2,16192619,,1333347,1,
2,27573127,,1333347,0,
1,14432059,,,5,Python
2,27709360,,14432059,0,
1,16651540,,,2,Java
1,18880327,,,0,Python
1,5201541,,,1,JavaScript
2,5201828,,5201541,1,
1,7608176,,,2,Ruby
2,28466946,,7608176,0,
1,18936163,,,0,PHP
1,8249256,,,0,JavaScript
2,8249451,,8249256,3,
1,26682374,,,0,CSS
2,26682491,,26682374,0,
2,26682807,,26682374,1,
1,1385564,,,0,PHP
2,1385654,,1385564,0,
1,16436985,,,0,Python
2,16438188,,16436985,0,
1,2703914,,,1,Ruby
1,6455783,,,5,C++
2,6455851,,6455783,9,
2,6456004,,6455783,1,
2,6456190,,6455783,2,
1,1184451,,,4,C#
2,1184464,,1184451,7,
2,1184465,,1184451,-2,
2,1184466,,1184451,2,
2,1184467,,1184451,1,
2,1184509,,1184451,0,
1,23235018,,,2,C++
2,23238618,,23235018,-1,
2,23241180,,23235018,1,
1,16655159,,,0,CSS
1,17135452,,,3,C++
2,17135508,,17135452,7,
2,17135514,,17135452,1,
2,17135565,,17135452,4,
1,19583447,,,1,Java
2,19584859,,19583447,1,
1,23353928,,,0,JavaScript
1,9749073,,,0,PHP
2,9749137,,9749073,1,
2,9749148,,9749073,0,
1,16762178,,,1,Java
2,16762237,,16762178,0,
2,16762245,,16762178,0,
2,16762285,,16762178,1,
2,16762607,,16762178,0,
1,7135638,,,2,C#
2,7135671,,7135638,1,
1,21340213,,,1,Scala
1,21564591,,,2,JavaScript
1,1043310,,,1,JavaScript
2,1043752,,1043310,0,
1,23722549,,,3,Objective-C
1,23482144,,,0,PHP
1,15767987,,,0,JavaScript
1,15840367,,,1,Java
1,17899061,,,0,Objective-C
1,27134232,,,0,Python
1,16229151,,,0,PHP
2,16229193,,16229151,1,
2,16229248,,16229151,0,
1,7773099,,,2,Perl
1,26732523,,,0,JavaScript
1,13953834,,,11,C++
2,13955032,,13953834,1,
1,23103183,,,2,MATLAB
1,27578335,,,0,CSS
2,27578620,,27578335,1,
1,5840553,,,8,C#
2,5841986,,5840553,5,
1,1789341,,,2,C++
2,1789607,,1789341,1,
2,1847133,,1789341,3,
1,20175412,,,7,Java
1,26871079,,,3,C#
1,25505682,,,0,Java
1,12964813,,,0,JavaScript
